1 SEED
0 INIT_TIME
500000 FIN_TIME
10 ARRIVE_MIN
500 ARRIVE_MAX
0.2 QUIT_PROB
10 CPU_MIN
100 CPU_MAX
10 DISK1_MIN
100 DISK1_MAX
10 DISK2_MIN
100 DISK2_MAX
At time 0, Job 1 enters the CPU.
At time 248688, Job 528 enters the CPU.
At time 248782, Job 528 finishes at CPU.
At time 248782, Job 528 arrives at Disk 1.
At time 249159, Job 529 arrives.
At time 249159, Job 529 enters the CPU.
At time 249253, Job 529 finishes at CPU.
At time 249253, Job 529 arrives at Disk 1.
At time 249630, Job 530 arrives.
At time 249630, Job 530 enters the CPU.
At time 249724, Job 530 finishes at CPU.
At time 249724, Job 530 arrives at Disk 2.
At time 250101, Job 531 arrives.
At time 250101, Job 531 enters the CPU.
At time 250195, Job 531 finishes at CPU.
At time 250195, Job 531 arrives at Disk 1.
At time 250572, Job 532 arrives.
At time 250572, Job 532 enters the CPU.
At time 250666, Job 532 finishes at CPU.
At time 250666, Job 532 arrives at Disk 2.
At time 251043, Job 533 arrives.
At time 251043, Job 533 enters the CPU.
At time 251137, Job 533 finishes at CPU.
At time 251137, Job 533 arrives at Disk 1.
At time 251514, Job 534 arrives.
At time 251514, Job 534 enters the CPU.
At time 251608, Job 534 finishes at CPU.
At time 251608, Job 534 arrives at Disk 2.
At time 251985, Job 535 arrives.
At time 251985, Job 535 enters the CPU.
At time 252079, Job 535 finishes at CPU.
At time 252079, Job 535 arrives at Disk 1.
At time 252456, Job 536 arrives.
At time 252456, Job 536 enters the CPU.
At time 252550, Job 536 finishes at CPU.
At time 252550, Job 536 arrives at Disk 2.
At time 252927, Job 537 arrives.
At time 252927, Job 537 enters the CPU.
At time 253021, Job 537 finishes at CPU.
At time 253021, Job 537 arrives at Disk 1.
At time 253398, Job 538 arrives.
At time 253398, Job 538 enters the CPU.
At time 253492, Job 538 finishes at CPU.
At time 253492, Job 538 arrives at Disk 2.
At time 253869, Job 539 arrives.
At time 253869, Job 539 enters the CPU.
At time 253963, Job 539 finishes at CPU.
At time 253963, Job 539 arrives at Disk 1.
At time 254340, Job 540 arrives.
At time 254340, Job 540 enters the CPU.
At time 254434, Job 540 finishes at CPU.
At time 254434, Job 540 arrives at Disk 2.
At time 254811, Job 541 arrives.
At time 254811, Job 541 enters the CPU.
At time 254905, Job 541 finishes at CPU.
At time 254905, Job 541 arrives at Disk 1.
At time 255282, Job 542 arrives.
At time 255282, Job 542 enters the CPU.
At time 255376, Job 542 finishes at CPU.
At time 255376, Job 542 arrives at Disk 2.
At time 255753, Job 543 arrives.
At time 255753, Job 543 enters the CPU.
At time 255847, Job 543 finishes at CPU.
At time 255847, Job 543 arrives at Disk 1.
At time 256224, Job 544 arrives.
At time 256224, Job 544 enters the CPU.
At time 256318, Job 544 finishes at CPU.
At time 256318, Job 544 arrives at Disk 2.
At time 256695, Job 545 arrives.
At time 256695, Job 545 enters the CPU.
At time 256789, Job 545 finishes at CPU.
At time 256789, Job 545 arrives at Disk 1.
At time 257166, Job 546 arrives.
At time 257166, Job 546 enters the CPU.
At time 257260, Job 546 finishes at CPU.
At time 257260, Job 546 arrives at Disk 2.
At time 257637, Job 547 arrives.
At time 257637, Job 547 enters the CPU.
At time 257731, Job 547 finishes at CPU.
At time 257731, Job 547 arrives at Disk 1.
At time 258108, Job 548 arrives.
At time 258108, Job 548 enters the CPU.
At time 258202, Job 548 finishes at CPU.
At time 258202, Job 548 arrives at Disk 2.
At time 258579, Job 549 arrives.
At time 258579, Job 549 enters the CPU.
At time 258673, Job 549 finishes at CPU.
At time 258673, Job 549 arrives at Disk 1.
At time 259050, Job 550 arrives.
At time 259050, Job 550 enters the CPU.
At time 259144, Job 550 finishes at CPU.
At time 259144, Job 550 arrives at Disk 2.
At time 259521, Job 551 arrives.
At time 259521, Job 551 enters the CPU.
At time 259615, Job 551 finishes at CPU.
At time 259615, Job 551 arrives at Disk 1.
At time 259992, Job 552 arrives.
At time 259992, Job 552 enters the CPU.
At time 260086, Job 552 finishes at CPU.
At time 260086, Job 552 arrives at Disk 2.
At time 260463, Job 553 arrives.
At time 260463, Job 553 enters the CPU.
At time 260557, Job 553 finishes at CPU.
At time 260557, Job 553 arrives at Disk 1.
At time 260934, Job 554 arrives.
At time 260934, Job 554 enters the CPU.
At time 261028, Job 554 finishes at CPU.
At time 261028, Job 554 arrives at Disk 2.
At time 261405, Job 555 arrives.
At time 261405, Job 555 enters the CPU.
At time 261499, Job 555 finishes at CPU.
At time 261499, Job 555 arrives at Disk 1.
At time 261876, Job 556 arrives.
At time 261876, Job 556 enters the CPU.
At time 261970, Job 556 finishes at CPU.
At time 261970, Job 556 arrives at Disk 2.
At time 262347, Job 557 arrives.
At time 262347, Job 557 enters the CPU.
At time 262441, Job 557 finishes at CPU.
At time 262441, Job 557 arrives at Disk 1.
At time 262818, Job 558 arrives.
At time 262818, Job 558 enters the CPU.
At time 262912, Job 558 finishes at CPU.
At time 262912, Job 558 arrives at Disk 2.
At time 263289, Job 559 arrives.
At time 263289, Job 559 enters the CPU.
At time 263383, Job 559 finishes at CPU.
At time 263383, Job 559 arrives at Disk 1.
At time 263760, Job 560 arrives.
At time 263760, Job 560 enters the CPU.
At time 263854, Job 560 finishes at CPU.
At time 263854, Job 560 arrives at Disk 2.
At time 264231, Job 561 arrives.
At time 264231, Job 561 enters the CPU.
At time 264325, Job 561 finishes at CPU.
At time 264325, Job 561 arrives at Disk 1.
At time 264702, Job 562 arrives.
At time 264702, Job 562 enters the CPU.
At time 264796, Job 562 finishes at CPU.
At time 264796, Job 562 arrives at Disk 2.
At time 265173, Job 563 arrives.
At time 265173, Job 563 enters the CPU.
At time 265267, Job 563 finishes at CPU.
At time 265267, Job 563 arrives at Disk 1.
At time 265644, Job 564 arrives.
At time 265644, Job 564 enters the CPU.
At time 265738, Job 564 finishes at CPU.
At time 265738, Job 564 arrives at Disk 2.
At time 266115, Job 565 arrives.
At time 266115, Job 565 enters the CPU.
At time 266209, Job 565 finishes at CPU.
At time 266209, Job 565 arrives at Disk 1.
At time 266586, Job 566 arrives.
At time 266586, Job 566 enters the CPU.
At time 266680, Job 566 finishes at CPU.
At time 266680, Job 566 arrives at Disk 2.
At time 267057, Job 567 arrives.
At time 267057, Job 567 enters the CPU.
At time 267151, Job 567 finishes at CPU.
At time 267151, Job 567 arrives at Disk 1.
At time 267528, Job 568 arrives.
At time 267528, Job 568 enters the CPU.
At time 267622, Job 568 finishes at CPU.
At time 267622, Job 568 arrives at Disk 2.
At time 267999, Job 569 arrives.
At time 267999, Job 569 enters the CPU.
At time 268093, Job 569 finishes at CPU.
At time 268093, Job 569 arrives at Disk 1.
At time 268470, Job 570 arrives.
At time 268470, Job 570 enters the CPU.
At time 268564, Job 570 finishes at CPU.
At time 268564, Job 570 arrives at Disk 2.
At time 268941, Job 571 arrives.
At time 268941, Job 571 enters the CPU.
At time 269035, Job 571 finishes at CPU.
At time 269035, Job 571 arrives at Disk 1.
At time 269412, Job 572 arrives.
At time 269412, Job 572 enters the CPU.
At time 269506, Job 572 finishes at CPU.
At time 269506, Job 572 arrives at Disk 2.
At time 269883, Job 573 arrives.
At time 269883, Job 573 enters the CPU.
At time 269977, Job 573 finishes at CPU.
At time 269977, Job 573 arrives at Disk 1.
At time 270354, Job 574 arrives.
At time 270354, Job 574 enters the CPU.
At time 270448, Job 574 finishes at CPU.
At time 270448, Job 574 arrives at Disk 2.
At time 270825, Job 575 arrives.
At time 270825, Job 575 enters the CPU.
At time 270919, Job 575 finishes at CPU.
At time 270919, Job 575 arrives at Disk 1.
At time 271296, Job 576 arrives.
At time 271296, Job 576 enters the CPU.
At time 271390, Job 576 finishes at CPU.
At time 271390, Job 576 arrives at Disk 2.
At time 271767, Job 577 arrives.
At time 271767, Job 577 enters the CPU.
At time 271861, Job 577 finishes at CPU.
At time 271861, Job 577 arrives at Disk 1.
At time 272238, Job 578 arrives.
At time 272238, Job 578 enters the CPU.
At time 272332, Job 578 finishes at CPU.
At time 272332, Job 578 arrives at Disk 2.
At time 272709, Job 579 arrives.
At time 272709, Job 579 enters the CPU.
At time 272803, Job 579 finishes at CPU.
At time 272803, Job 579 arrives at Disk 1.
At time 273180, Job 580 arrives.
At time 273180, Job 580 enters the CPU.
At time 273274, Job 580 finishes at CPU.
At time 273274, Job 580 arrives at Disk 2.
At time 273651, Job 581 arrives.
At time 273651, Job 581 enters the CPU.
At time 273745, Job 581 finishes at CPU.
At time 273745, Job 581 arrives at Disk 1.
At time 274122, Job 582 arrives.
At time 274122, Job 582 enters the CPU.
At time 274216, Job 582 finishes at CPU.
At time 274216, Job 582 arrives at Disk 2.
At time 274593, Job 583 arrives.
At time 274593, Job 583 enters the CPU.
At time 274687, Job 583 finishes at CPU.
At time 274687, Job 583 arrives at Disk 1.
At time 275064, Job 584 arrives.
At time 275064, Job 584 enters the CPU.
At time 275158, Job 584 finishes at CPU.
At time 275158, Job 584 arrives at Disk 2.
At time 275535, Job 585 arrives.
At time 275535, Job 585 enters the CPU.
At time 275629, Job 585 finishes at CPU.
At time 275629, Job 585 arrives at Disk 1.
At time 276006, Job 586 arrives.
At time 276006, Job 586 enters the CPU.
At time 276100, Job 586 finishes at CPU.
At time 276100, Job 586 arrives at Disk 2.
At time 276477, Job 587 arrives.
At time 276477, Job 587 enters the CPU.
At time 276571, Job 587 finishes at CPU.
At time 276571, Job 587 arrives at Disk 1.
At time 276948, Job 588 arrives.
At time 276948, Job 588 enters the CPU.
At time 277042, Job 588 finishes at CPU.
At time 277042, Job 588 arrives at Disk 2.
At time 277419, Job 589 arrives.
At time 277419, Job 589 enters the CPU.
At time 277513, Job 589 finishes at CPU.
At time 277513, Job 589 arrives at Disk 1.
At time 277890, Job 590 arrives.
At time 277890, Job 590 enters the CPU.
At time 277984, Job 590 finishes at CPU.
At time 277984, Job 590 arrives at Disk 2.
At time 278361, Job 591 arrives.
At time 278361, Job 591 enters the CPU.
At time 278455, Job 591 finishes at CPU.
At time 278455, Job 591 arrives at Disk 1.
At time 278832, Job 592 arrives.
At time 278832, Job 592 enters the CPU.
At time 278926, Job 592 finishes at CPU.
At time 278926, Job 592 arrives at Disk 2.
At time 279303, Job 593 arrives.
At time 279303, Job 593 enters the CPU.
At time 279397, Job 593 finishes at CPU.
At time 279397, Job 593 arrives at Disk 1.
At time 279774, Job 594 arrives.
At time 279774, Job 594 enters the CPU.
At time 279868, Job 594 finishes at CPU.
At time 279868, Job 594 arrives at Disk 2.
At time 280245, Job 595 arrives.
At time 280245, Job 595 enters the CPU.
At time 280339, Job 595 finishes at CPU.
At time 280339, Job 595 arrives at Disk 1.
At time 280716, Job 596 arrives.
At time 280716, Job 596 enters the CPU.
At time 280810, Job 596 finishes at CPU.
At time 280810, Job 596 arrives at Disk 2.
At time 281187, Job 597 arrives.
At time 281187, Job 597 enters the CPU.
At time 281281, Job 597 finishes at CPU.
At time 281281, Job 597 arrives at Disk 1.
At time 281658, Job 598 arrives.
At time 281658, Job 598 enters the CPU.
At time 281752, Job 598 finishes at CPU.
At time 281752, Job 598 arrives at Disk 2.
At time 282129, Job 599 arrives.
At time 282129, Job 599 enters the CPU.
At time 282223, Job 599 finishes at CPU.
At time 282223, Job 599 arrives at Disk 1.
At time 282600, Job 600 arrives.
At time 282600, Job 600 enters the CPU.
At time 282694, Job 600 finishes at CPU.
At time 282694, Job 600 arrives at Disk 2.
At time 283071, Job 601 arrives.
At time 283071, Job 601 enters the CPU.
At time 283165, Job 601 finishes at CPU.
At time 283165, Job 601 arrives at Disk 1.
At time 283542, Job 602 arrives.
At time 283542, Job 602 enters the CPU.
At time 283636, Job 602 finishes at CPU.
At time 283636, Job 602 arrives at Disk 2.
At time 284013, Job 603 arrives.
At time 284013, Job 603 enters the CPU.
At time 284107, Job 603 finishes at CPU.
At time 284107, Job 603 arrives at Disk 1.
At time 284484, Job 604 arrives.
At time 284484, Job 604 enters the CPU.
At time 284578, Job 604 finishes at CPU.
At time 284578, Job 604 arrives at Disk 2.
At time 284955, Job 605 arrives.
At time 284955, Job 605 enters the CPU.
At time 285049, Job 605 finishes at CPU.
At time 285049, Job 605 arrives at Disk 1.
At time 285426, Job 606 arrives.
At time 285426, Job 606 enters the CPU.
At time 285520, Job 606 finishes at CPU.
At time 285520, Job 606 arrives at Disk 2.
At time 285897, Job 607 arrives.
At time 285897, Job 607 enters the CPU.
At time 285991, Job 607 finishes at CPU.
At time 285991, Job 607 arrives at Disk 1.
At time 286368, Job 608 arrives.
At time 286368, Job 608 enters the CPU.
At time 286462, Job 608 finishes at CPU.
At time 286462, Job 608 arrives at Disk 2.
At time 286839, Job 609 arrives.
At time 286839, Job 609 enters the CPU.
At time 286933, Job 609 finishes at CPU.
At time 286933, Job 609 arrives at Disk 1.
At time 287310, Job 610 arrives.
At time 287310, Job 610 enters the CPU.
At time 287404, Job 610 finishes at CPU.
At time 287404, Job 610 arrives at Disk 2.
At time 287781, Job 611 arrives.
At time 287781, Job 611 enters the CPU.
At time 287875, Job 611 finishes at CPU.
At time 287875, Job 611 arrives at Disk 1.
At time 288252, Job 612 arrives.
At time 288252, Job 612 enters the CPU.
At time 288346, Job 612 finishes at CPU.
At time 288346, Job 612 arrives at Disk 2.
At time 288723, Job 613 arrives.
At time 288723, Job 613 enters the CPU.
At time 288817, Job 613 finishes at CPU.
At time 288817, Job 613 arrives at Disk 1.
At time 289194, Job 614 arrives.
At time 289194, Job 614 enters the CPU.
At time 289288, Job 614 finishes at CPU.
At time 289288, Job 614 arrives at Disk 2.
At time 289665, Job 615 arrives.
At time 289665, Job 615 enters the CPU.
At time 289759, Job 615 finishes at CPU.
At time 289759, Job 615 arrives at Disk 1.
At time 290136, Job 616 arrives.
At time 290136, Job 616 enters the CPU.
At time 290230, Job 616 finishes at CPU.
At time 290230, Job 616 arrives at Disk 2.
At time 290607, Job 617 arrives.
At time 290607, Job 617 enters the CPU.
At time 290701, Job 617 finishes at CPU.
At time 290701, Job 617 arrives at Disk 1.
At time 291078, Job 618 arrives.
At time 291078, Job 618 enters the CPU.
At time 291172, Job 618 finishes at CPU.
At time 291172, Job 618 arrives at Disk 2.
At time 291549, Job 619 arrives.
At time 291549, Job 619 enters the CPU.
At time 291643, Job 619 finishes at CPU.
At time 291643, Job 619 arrives at Disk 1.
At time 292020, Job 620 arrives.
At time 292020, Job 620 enters the CPU.
At time 292114, Job 620 finishes at CPU.
At time 292114, Job 620 arrives at Disk 2.
At time 292491, Job 621 arrives.
At time 292491, Job 621 enters the CPU.
At time 292585, Job 621 finishes at CPU.
At time 292585, Job 621 arrives at Disk 1.
At time 292962, Job 622 arrives.
At time 292962, Job 622 enters the CPU.
At time 293056, Job 622 finishes at CPU.
At time 293056, Job 622 arrives at Disk 2.
At time 293433, Job 623 arrives.
At time 293433, Job 623 enters the CPU.
At time 293527, Job 623 finishes at CPU.
At time 293527, Job 623 arrives at Disk 1.
At time 293904, Job 624 arrives.
At time 293904, Job 624 enters the CPU.
At time 293998, Job 624 finishes at CPU.
At time 293998, Job 624 arrives at Disk 2.
At time 294375, Job 625 arrives.
At time 294375, Job 625 enters the CPU.
At time 294469, Job 625 finishes at CPU.
At time 294469, Job 625 arrives at Disk 1.
At time 294846, Job 626 arrives.
At time 294846, Job 626 enters the CPU.
At time 294940, Job 626 finishes at CPU.
At time 294940, Job 626 arrives at Disk 2.
At time 295317, Job 627 arrives.
At time 295317, Job 627 enters the CPU.
At time 295411, Job 627 finishes at CPU.
At time 295411, Job 627 arrives at Disk 1.
At time 295788, Job 628 arrives.
At time 295788, Job 628 enters the CPU.
At time 295882, Job 628 finishes at CPU.
At time 295882, Job 628 arrives at Disk 2.
At time 296259, Job 629 arrives.
At time 296259, Job 629 enters the CPU.
At time 296353, Job 629 finishes at CPU.
At time 296353, Job 629 arrives at Disk 1.
At time 296730, Job 630 arrives.
At time 296730, Job 630 enters the CPU.
At time 296824, Job 630 finishes at CPU.
At time 296824, Job 630 arrives at Disk 2.
At time 297201, Job 631 arrives.
At time 297201, Job 631 enters the CPU.
At time 297295, Job 631 finishes at CPU.
At time 297295, Job 631 arrives at Disk 1.
At time 297672, Job 632 arrives.
At time 297672, Job 632 enters the CPU.
At time 297766, Job 632 finishes at CPU.
At time 297766, Job 632 arrives at Disk 2.
At time 298143, Job 633 arrives.
At time 298143, Job 633 enters the CPU.
At time 298237, Job 633 finishes at CPU.
At time 298237, Job 633 arrives at Disk 1.
At time 298614, Job 634 arrives.
At time 298614, Job 634 enters the CPU.
At time 298708, Job 634 finishes at CPU.
At time 298708, Job 634 arrives at Disk 2.
At time 299085, Job 635 arrives.
At time 299085, Job 635 enters the CPU.
At time 299179, Job 635 finishes at CPU.
At time 299179, Job 635 arrives at Disk 1.
At time 299556, Job 636 arrives.
At time 299556, Job 636 enters the CPU.
At time 299650, Job 636 finishes at CPU.
At time 299650, Job 636 arrives at Disk 2.
At time 300027, Job 637 arrives.
At time 300027, Job 637 enters the CPU.
At time 300121, Job 637 finishes at CPU.
At time 300121, Job 637 arrives at Disk 1.
At time 300498, Job 638 arrives.
At time 300498, Job 638 enters the CPU.
At time 300592, Job 638 finishes at CPU.
At time 300592, Job 638 arrives at Disk 2.
At time 300969, Job 639 arrives.
At time 300969, Job 639 enters the CPU.
At time 301063, Job 639 finishes at CPU.
At time 301063, Job 639 arrives at Disk 1.
At time 301440, Job 640 arrives.
At time 301440, Job 640 enters the CPU.
At time 301534, Job 640 finishes at CPU.
At time 301534, Job 640 arrives at Disk 2.
At time 301911, Job 641 arrives.
At time 301911, Job 641 enters the CPU.
At time 302005, Job 641 finishes at CPU.
At time 302005, Job 641 arrives at Disk 1.
At time 302382, Job 642 arrives.
At time 302382, Job 642 enters the CPU.
At time 302476, Job 642 finishes at CPU.
At time 302476, Job 642 arrives at Disk 2.
At time 302853, Job 643 arrives.
At time 302853, Job 643 enters the CPU.
At time 302947, Job 643 finishes at CPU.
At time 302947, Job 643 arrives at Disk 1.
At time 303324, Job 644 arrives.
At time 303324, Job 644 enters the CPU.
At time 303418, Job 644 finishes at CPU.
At time 303418, Job 644 arrives at Disk 2.
At time 303795, Job 645 arrives.
At time 303795, Job 645 enters the CPU.
At time 303889, Job 645 finishes at CPU.
At time 303889, Job 645 arrives at Disk 1.
At time 304266, Job 646 arrives.
At time 304266, Job 646 enters the CPU.
At time 304360, Job 646 finishes at CPU.
At time 304360, Job 646 arrives at Disk 2.
At time 304737, Job 647 arrives.
At time 304737, Job 647 enters the CPU.
At time 304831, Job 647 finishes at CPU.
At time 304831, Job 647 arrives at Disk 1.
At time 305208, Job 648 arrives.
At time 305208, Job 648 enters the CPU.
At time 305302, Job 648 finishes at CPU.
At time 305302, Job 648 arrives at Disk 2.
At time 305679, Job 649 arrives.
At time 305679, Job 649 enters the CPU.
At time 305773, Job 649 finishes at CPU.
At time 305773, Job 649 arrives at Disk 1.
At time 306150, Job 650 arrives.
At time 306150, Job 650 enters the CPU.
At time 306244, Job 650 finishes at CPU.
At time 306244, Job 650 arrives at Disk 2.
At time 306621, Job 651 arrives.
At time 306621, Job 651 enters the CPU.
At time 306715, Job 651 finishes at CPU.
At time 306715, Job 651 arrives at Disk 1.
At time 307092, Job 652 arrives.
At time 307092, Job 652 enters the CPU.
At time 307186, Job 652 finishes at CPU.
At time 307186, Job 652 arrives at Disk 2.
At time 307563, Job 653 arrives.
At time 307563, Job 653 enters the CPU.
At time 307657, Job 653 finishes at CPU.
At time 307657, Job 653 arrives at Disk 1.
At time 308034, Job 654 arrives.
At time 308034, Job 654 enters the CPU.
At time 308128, Job 654 finishes at CPU.
At time 308128, Job 654 arrives at Disk 2.
At time 308505, Job 655 arrives.
At time 308505, Job 655 enters the CPU.
At time 308599, Job 655 finishes at CPU.
At time 308599, Job 655 arrives at Disk 1.
At time 308976, Job 656 arrives.
At time 308976, Job 656 enters the CPU.
At time 309070, Job 656 finishes at CPU.
At time 309070, Job 656 arrives at Disk 2.
At time 309447, Job 657 arrives.
At time 309447, Job 657 enters the CPU.
At time 309541, Job 657 finishes at CPU.
At time 309541, Job 657 arrives at Disk 1.
At time 309918, Job 658 arrives.
At time 309918, Job 658 enters the CPU.
At time 310012, Job 658 finishes at CPU.
At time 310012, Job 658 arrives at Disk 2.
At time 310389, Job 659 arrives.
At time 310389, Job 659 enters the CPU.
At time 310483, Job 659 finishes at CPU.
At time 310483, Job 659 arrives at Disk 1.
At time 310860, Job 660 arrives.
At time 310860, Job 660 enters the CPU.
At time 310954, Job 660 finishes at CPU.
At time 310954, Job 660 arrives at Disk 2.
At time 311331, Job 661 arrives.
At time 311331, Job 661 enters the CPU.
At time 311425, Job 661 finishes at CPU.
At time 311425, Job 661 arrives at Disk 1.
At time 311802, Job 662 arrives.
At time 311802, Job 662 enters the CPU.
At time 311896, Job 662 finishes at CPU.
At time 311896, Job 662 arrives at Disk 2.
At time 312273, Job 663 arrives.
At time 312273, Job 663 enters the CPU.
At time 312367, Job 663 finishes at CPU.
At time 312367, Job 663 arrives at Disk 1.
At time 312744, Job 664 arrives.
At time 312744, Job 664 enters the CPU.
At time 312838, Job 664 finishes at CPU.
At time 312838, Job 664 arrives at Disk 2.
At time 313215, Job 665 arrives.
At time 313215, Job 665 enters the CPU.
At time 313309, Job 665 finishes at CPU.
At time 313309, Job 665 arrives at Disk 1.
At time 313686, Job 666 arrives.
At time 313686, Job 666 enters the CPU.
At time 313780, Job 666 finishes at CPU.
At time 313780, Job 666 arrives at Disk 2.
At time 314157, Job 667 arrives.
At time 314157, Job 667 enters the CPU.
At time 314251, Job 667 finishes at CPU.
At time 314251, Job 667 arrives at Disk 1.
At time 314628, Job 668 arrives.
At time 314628, Job 668 enters the CPU.
At time 314722, Job 668 finishes at CPU.
At time 314722, Job 668 arrives at Disk 2.
At time 315099, Job 669 arrives.
At time 315099, Job 669 enters the CPU.
At time 315193, Job 669 finishes at CPU.
At time 315193, Job 669 arrives at Disk 1.
At time 315570, Job 670 arrives.
At time 315570, Job 670 enters the CPU.
At time 315664, Job 670 finishes at CPU.
At time 315664, Job 670 arrives at Disk 2.
At time 316041, Job 671 arrives.
At time 316041, Job 671 enters the CPU.
At time 316135, Job 671 finishes at CPU.
At time 316135, Job 671 arrives at Disk 1.
At time 316512, Job 672 arrives.
At time 316512, Job 672 enters the CPU.
At time 316606, Job 672 finishes at CPU.
At time 316606, Job 672 arrives at Disk 2.
At time 316983, Job 673 arrives.
At time 316983, Job 673 enters the CPU.
At time 317077, Job 673 finishes at CPU.
At time 317077, Job 673 arrives at Disk 1.
At time 317454, Job 674 arrives.
At time 317454, Job 674 enters the CPU.
At time 317548, Job 674 finishes at CPU.
At time 317548, Job 674 arrives at Disk 2.
At time 317925, Job 675 arrives.
At time 317925, Job 675 enters the CPU.
At time 318019, Job 675 finishes at CPU.
At time 318019, Job 675 arrives at Disk 1.
At time 318396, Job 676 arrives.
At time 318396, Job 676 enters the CPU.
At time 318490, Job 676 finishes at CPU.
At time 318490, Job 676 arrives at Disk 2.
At time 318867, Job 677 arrives.
At time 318867, Job 677 enters the CPU.
At time 318961, Job 677 finishes at CPU.
At time 318961, Job 677 arrives at Disk 1.
At time 319338, Job 678 arrives.
At time 319338, Job 678 enters the CPU.
At time 319432, Job 678 finishes at CPU.
At time 319432, Job 678 arrives at Disk 2.
At time 319809, Job 679 arrives.
At time 319809, Job 679 enters the CPU.
At time 319903, Job 679 finishes at CPU.
At time 319903, Job 679 arrives at Disk 1.
At time 320280, Job 680 arrives.
At time 320280, Job 680 enters the CPU.
At time 320374, Job 680 finishes at CPU.
At time 320374, Job 680 arrives at Disk 2.
At time 320751, Job 681 arrives.
At time 320751, Job 681 enters the CPU.
At time 320845, Job 681 finishes at CPU.
At time 320845, Job 681 arrives at Disk 1.
At time 321222, Job 682 arrives.
At time 321222, Job 682 enters the CPU.
At time 321316, Job 682 finishes at CPU.
At time 321316, Job 682 arrives at Disk 2.
At time 321693, Job 683 arrives.
At time 321693, Job 683 enters the CPU.
At time 321787, Job 683 finishes at CPU.
At time 321787, Job 683 arrives at Disk 1.
At time 322164, Job 684 arrives.
At time 322164, Job 684 enters the CPU.
At time 322258, Job 684 finishes at CPU.
At time 322258, Job 684 arrives at Disk 2.
At time 322635, Job 685 arrives.
At time 322635, Job 685 enters the CPU.
At time 322729, Job 685 finishes at CPU.
At time 322729, Job 685 arrives at Disk 1.
At time 323106, Job 686 arrives.
At time 323106, Job 686 enters the CPU.
At time 323200, Job 686 finishes at CPU.
At time 323200, Job 686 arrives at Disk 2.
At time 323577, Job 687 arrives.
At time 323577, Job 687 enters the CPU.
At time 323671, Job 687 finishes at CPU.
At time 323671, Job 687 arrives at Disk 1.
At time 324048, Job 688 arrives.
At time 324048, Job 688 enters the CPU.
At time 324142, Job 688 finishes at CPU.
At time 324142, Job 688 arrives at Disk 2.
At time 324519, Job 689 arrives.
At time 324519, Job 689 enters the CPU.
At time 324613, Job 689 finishes at CPU.
At time 324613, Job 689 arrives at Disk 1.
At time 324990, Job 690 arrives.
At time 324990, Job 690 enters the CPU.
At time 325084, Job 690 finishes at CPU.
At time 325084, Job 690 arrives at Disk 2.
At time 325461, Job 691 arrives.
At time 325461, Job 691 enters the CPU.
At time 325555, Job 691 finishes at CPU.
At time 325555, Job 691 arrives at Disk 1.
At time 325932, Job 692 arrives.
At time 325932, Job 692 enters the CPU.
At time 326026, Job 692 finishes at CPU.
At time 326026, Job 692 arrives at Disk 2.
At time 326403, Job 693 arrives.
At time 326403, Job 693 enters the CPU.
At time 326497, Job 693 finishes at CPU.
At time 326497, Job 693 arrives at Disk 1.
At time 326874, Job 694 arrives.
At time 326874, Job 694 enters the CPU.
At time 326968, Job 694 finishes at CPU.
At time 326968, Job 694 arrives at Disk 2.
At time 327345, Job 695 arrives.
At time 327345, Job 695 enters the CPU.
At time 327439, Job 695 finishes at CPU.
At time 327439, Job 695 arrives at Disk 1.
At time 327816, Job 696 arrives.
At time 327816, Job 696 enters the CPU.
At time 327910, Job 696 finishes at CPU.
At time 327910, Job 696 arrives at Disk 2.
At time 328287, Job 697 arrives.
At time 328287, Job 697 enters the CPU.
At time 328381, Job 697 finishes at CPU.
At time 328381, Job 697 arrives at Disk 1.
At time 328758, Job 698 arrives.
At time 328758, Job 698 enters the CPU.
At time 328852, Job 698 finishes at CPU.
At time 328852, Job 698 arrives at Disk 2.
At time 329229, Job 699 arrives.
At time 329229, Job 699 enters the CPU.
At time 329323, Job 699 finishes at CPU.
At time 329323, Job 699 arrives at Disk 1.
At time 329700, Job 700 arrives.
At time 329700, Job 700 enters the CPU.
At time 329794, Job 700 finishes at CPU.
At time 329794, Job 700 arrives at Disk 2.
At time 330171, Job 701 arrives.
At time 330171, Job 701 enters the CPU.
At time 330265, Job 701 finishes at CPU.
At time 330265, Job 701 arrives at Disk 1.
At time 330642, Job 702 arrives.
At time 330642, Job 702 enters the CPU.
At time 330736, Job 702 finishes at CPU.
At time 330736, Job 702 arrives at Disk 2.
At time 331113, Job 703 arrives.
At time 331113, Job 703 enters the CPU.
At time 331207, Job 703 finishes at CPU.
At time 331207, Job 703 arrives at Disk 1.
At time 331584, Job 704 arrives.
At time 331584, Job 704 enters the CPU.
At time 331678, Job 704 finishes at CPU.
At time 331678, Job 704 arrives at Disk 2.
At time 332055, Job 705 arrives.
At time 332055, Job 705 enters the CPU.
At time 332149, Job 705 finishes at CPU.
At time 332149, Job 705 arrives at Disk 1.
At time 332526, Job 706 arrives.
At time 332526, Job 706 enters the CPU.
At time 332620, Job 706 finishes at CPU.
At time 332620, Job 706 arrives at Disk 2.
At time 332997, Job 707 arrives.
At time 332997, Job 707 enters the CPU.
At time 333091, Job 707 finishes at CPU.
At time 333091, Job 707 arrives at Disk 1.
